制造商型号,厂家,描述,库存数量,批号,起订量,香港(美金),单价含税(13%),货期,操作
CC0805FRNPO9BN150,Yageo,,4000,16+,1+  10+  100+  250+  500+,-,¥0.8795  ¥0.4225  ¥0.2343  ¥0.1283  ¥0.0678,1-3个工作日,购买
GRM219F51C105ZA01D,Murata,CAP CER 1UF 16V Y5V 0805,4000,1629+,1+  10+  100+  250+  500+,-,¥0.9642  ¥0.4843  ¥0.2695  ¥0.1425  ¥0.0760,1-3个工作日,购买
CC1206KRX7R9BB332,Yageo,CAP CER 3300PF 50V 10% X7R 1206,3980,16+,1+  10+  100+  250+  500+,-,¥0.8320  ¥0.3894  ¥0.1931  ¥0.0924  ¥0.0496,1-3个工作日,购买
CC0603JRNPO9BN222,Yageo,,3950,16+,1+  10+  100+  250+  500+,-,¥0.6541  ¥0.3668  ¥0.1698  ¥0.0911  ¥0.0466,1-3个工作日,购买
CC0805FRNPO9BN200,Yageo,,3900,16+,1+  10+  100+  250+  500+,-,¥1.1149  ¥0.5289  ¥0.2675  ¥0.1390  ¥0.0712,1-3个工作日,购买
CC1206KRX7R9BB333,Yageo,CAP CER 0.033UF 50V 10% X7R 1206,3000,16+,1+  10+  100+  250+  500+,-,¥0.7271  ¥0.3839  ¥0.2190  ¥0.1196  ¥0.0630,1-3个工作日,购买
GCM1885C2A221JA16D,Murata,CAP CER 220PF 100V 5% NP0 0603,2000,A,1+  10+  100+  250+  500+,$0.4478  $0.2376  $0.1108  $0.0578  $0.0310,¥3.5112  ¥1.8631  ¥0.8684  ¥0.4534  ¥0.2425,1-3个工作日,购买
CC0805FRNPO9BN100,Yageo,,1240,17+,1+  10+  100+  250+  500+,-,¥1.0518  ¥0.5152  ¥0.2858  ¥0.1588  ¥0.0735,1-3个工作日,购买
CC1206JRNPO9BN222,Yageo,,1000,16+,1+  10+  100+  500+  1000+,-,¥0.2633  ¥0.2418  ¥0.2223  ¥0.2036  ¥0.1860,1-3个工作日,购买
CC0603JRNPO9BN300,Yageo,,100,15/16,1+  10+  100+  250+  500+,-,¥0.0807  ¥0.0466  ¥0.0257  ¥0.0121  ¥0.0066,1-3个工作日,购买
NLV32T-2R2J-PF,TDK,FIXED IND 2.2UH 320MA 1 OHM SMD,90,16+,1+  10+  100+  500+  1000+,-,¥0.2440  ¥0.2196  ¥0.1994  ¥0.1815  ¥0.1654,1-3个工作日,购买
NLV32T-2R2J-PF,TDK,FIXED IND 2.2UH 320MA 1 OHM SMD,50,16+,1+  10+  100+  500+  1000+,-,¥0.2098  ¥0.1922  ¥0.1735  ¥0.1588  ¥0.1448,1-3个工作日,购买
GCM21BR71A106KE22L,Murata,CAP CER 10UF 10V 10% X7R 0805,7,A,1+  10+  25+  50+  100+  250+  500+,-,¥3.8970  ¥3.6378  ¥3.3890  ¥3.1715  ¥2.9524  ¥2.7544  ¥2.5655,1-3个工作日,购买
CC0805FRNPO9BN150,Yageo,,4000,16+,1+  10+  100+  250+  500+,-,¥0.8795  ¥0.4225  ¥0.2343  ¥0.1283  ¥0.0678,1-3个工作日,购买
GRM219F51C105ZA01D,Murata,CAP CER 1UF 16V Y5V 0805,4000,1629+,1+  10+  100+  250+  500+,-,¥0.9642  ¥0.4843  ¥0.2695  ¥0.1425  ¥0.0760,1-3个工作日,购买
CC1206KRX7R9BB332,Yageo,CAP CER 3300PF 50V 10% X7R 1206,3980,16+,1+  10+  100+  250+  500+,-,¥0.8320  ¥0.3894  ¥0.1931  ¥0.0924  ¥0.0496,1-3个工作日,购买
CC0603JRNPO9BN222,Yageo,,3950,16+,1+  10+  100+  250+  500+,-,¥0.6541  ¥0.3668  ¥0.1698  ¥0.0911  ¥0.0466,1-3个工作日,购买
CC0805FRNPO9BN200,Yageo,,3900,16+,1+  10+  100+  250+  500+,-,¥1.1149  ¥0.5289  ¥0.2675  ¥0.1390  ¥0.0712,1-3个工作日,购买
CC1206KRX7R9BB333,Yageo,CAP CER 0.033UF 50V 10% X7R 1206,3000,16+,1+  10+  100+  250+  500+,-,¥0.7271  ¥0.3839  ¥0.2190  ¥0.1196  ¥0.0630,1-3个工作日,购买
GCM1885C2A221JA16D,Murata,CAP CER 220PF 100V 5% NP0 0603,2000,A,1+  10+  100+  250+  500+,$0.4478  $0.2376  $0.1108  $0.0578  $0.0310,¥3.5112  ¥1.8631  ¥0.8684  ¥0.4534  ¥0.2425,1-3个工作日,购买
CC0805FRNPO9BN100,Yageo,,1240,17+,1+  10+  100+  250+  500+,-,¥1.0518  ¥0.5152  ¥0.2858  ¥0.1588  ¥0.0735,1-3个工作日,购买
CC1206JRNPO9BN222,Yageo,,1000,16+,1+  10+  100+  500+  1000+,-,¥0.2633  ¥0.2418  ¥0.2223  ¥0.2036  ¥0.1860,1-3个工作日,购买
CC0603JRNPO9BN300,Yageo,,100,15/16,1+  10+  100+  250+  500+,-,¥0.0807  ¥0.0466  ¥0.0257  ¥0.0121  ¥0.0066,1-3个工作日,购买
NLV32T-2R2J-PF,TDK,FIXED IND 2.2UH 320MA 1 OHM SMD,90,16+,1+  10+  100+  500+  1000+,-,¥0.2440  ¥0.2196  ¥0.1994  ¥0.1815  ¥0.1654,1-3个工作日,购买
NLV32T-2R2J-PF,TDK,FIXED IND 2.2UH 320MA 1 OHM SMD,50,16+,1+  10+  100+  500+  1000+,-,¥0.2098  ¥0.1922  ¥0.1735  ¥0.1588  ¥0.1448,1-3个工作日,购买
GCM21BR71A106KE22L,Murata,CAP CER 10UF 10V 10% X7R 0805,7,A,1+  10+  25+  50+  100+  250+  500+,-,¥3.8970  ¥3.6378  ¥3.3890  ¥3.1715  ¥2.9524  ¥2.7544  ¥2.5655,1-3个工作日,购买
CC0805FRNPO9BN150,Yageo,,4000,16+,1+  10+  100+  250+  500+,-,¥0.8795  ¥0.4225  ¥0.2343  ¥0.1283  ¥0.0678,1-3个工作日,购买
GRM219F51C105ZA01D,Murata,CAP CER 1UF 16V Y5V 0805,4000,1629+,1+  10+  100+  250+  500+,-,¥0.9642  ¥0.4843  ¥0.2695  ¥0.1425  ¥0.0760,1-3个工作日,购买
CC1206KRX7R9BB332,Yageo,CAP CER 3300PF 50V 10% X7R 1206,3980,16+,1+  10+  100+  250+  500+,-,¥0.8320  ¥0.3894  ¥0.1931  ¥0.0924  ¥0.0496,1-3个工作日,购买
CC0603JRNPO9BN222,Yageo,,3950,16+,1+  10+  100+  250+  500+,-,¥0.6541  ¥0.3668  ¥0.1698  ¥0.0911  ¥0.0466,1-3个工作日,购买
CC0805FRNPO9BN200,Yageo,,3900,16+,1+  10+  100+  250+  500+,-,¥1.1149  ¥0.5289  ¥0.2675  ¥0.1390  ¥0.0712,1-3个工作日,购买
CC1206KRX7R9BB333,Yageo,CAP CER 0.033UF 50V 10% X7R 1206,3000,16+,1+  10+  100+  250+  500+,-,¥0.7271  ¥0.3839  ¥0.2190  ¥0.1196  ¥0.0630,1-3个工作日,购买
GCM1885C2A221JA16D,Murata,CAP CER 220PF 100V 5% NP0 0603,2000,A,1+  10+  100+  250+  500+,$0.4478  $0.2376  $0.1108  $0.0578  $0.0310,¥3.5112  ¥1.8631  ¥0.8684  ¥0.4534  ¥0.2425,1-3个工作日,购买
CC0805FRNPO9BN100,Yageo,,1240,17+,1+  10+  100+  250+  500+,-,¥1.0518  ¥0.5152  ¥0.2858  ¥0.1588  ¥0.0735,1-3个工作日,购买
CC1206JRNPO9BN222,Yageo,,1000,16+,1+  10+  100+  500+  1000+,-,¥0.2633  ¥0.2418  ¥0.2223  ¥0.2036  ¥0.1860,1-3个工作日,购买
MLG1608B6N8DT000,TDK,FIXED IND 6.8NH 600MA 180 MOHM,1000,15/16,1+  10+  100+  250+  500+,-,¥0.5871  ¥0.3199  ¥0.1727  ¥0.0913  ¥0.0434,1-3个工作日,购买
NLC453232T-150K-PF,TDK,FIXED IND 15UH 450MA 700 MOHM,500,15+,1+  10+  100+  500+  1000+,-,¥0.7486  ¥0.6793  ¥0.6162  ¥0.5599  ¥0.5119,1-3个工作日,购买
VLC6045T-100M,TDK,FIXED IND 10UH 2.5A 58 MOHM SMD,100,11+,1+  10+  25+  50+  100+  250+  500+,-,¥4.0087  ¥3.7647  ¥3.5050  ¥3.2672  ¥3.0577  ¥2.8495  ¥2.6691,1-3个工作日,购买
CC0603JRNPO9BN300,Yageo,,100,15/16,1+  10+  100+  250+  500+,-,¥0.0807  ¥0.0466  ¥0.0257  ¥0.0121  ¥0.0066,1-3个工作日,购买
NLV32T-2R2J-PF,TDK,FIXED IND 2.2UH 320MA 1 OHM SMD,90,16+,1+  10+  100+  500+  1000+,-,¥0.2440  ¥0.2196  ¥0.1994  ¥0.1815  ¥0.1654,1-3个工作日,购买
NLV32T-2R2J-PF,TDK,FIXED IND 2.2UH 320MA 1 OHM SMD,50,16+,1+  10+  100+  500+  1000+,-,¥0.2098  ¥0.1922  ¥0.1735  ¥0.1588  ¥0.1448,1-3个工作日,购买
1239AS-H-1R5M=P2,Murata,,20,1741,1+  10+  25+  50+  100+  250+  500+,-,¥4.1620  ¥3.8920  ¥3.6542  ¥3.4133  ¥3.2009  ¥2.9927  ¥2.8040,1-3个工作日,购买
MLZ1608M220WTD25,TDK,,10,15+,1+  10+  100+  250+  500+,-,¥0.0012  ¥0.0007  ¥0.0004  ¥0.0002  ¥0.0002,1-3个工作日,购买
GCM21BR71A106KE22L,Murata,CAP CER 10UF 10V 10% X7R 0805,7,A,1+  10+  25+  50+  100+  250+  500+,-,¥3.8970  ¥3.6378  ¥3.3890  ¥3.1715  ¥2.9524  ¥2.7544  ¥2.5655,1-3个工作日,购买
CC0805FRNPO9BN150,Yageo,,4000,16+,1+  10+  100+  250+  500+,-,¥0.8795  ¥0.4225  ¥0.2343  ¥0.1283  ¥0.0678,1-3个工作日,购买
GRM219F51C105ZA01D,Murata,CAP CER 1UF 16V Y5V 0805,4000,1629+,1+  10+  100+  250+  500+,-,¥0.9642  ¥0.4843  ¥0.2695  ¥0.1425  ¥0.0760,1-3个工作日,购买
CC1206KRX7R9BB332,Yageo,CAP CER 3300PF 50V 10% X7R 1206,3980,16+,1+  10+  100+  250+  500+,-,¥0.8320  ¥0.3894  ¥0.1931  ¥0.0924  ¥0.0496,1-3个工作日,购买
CC0603JRNPO9BN222,Yageo,,3950,16+,1+  10+  100+  250+  500+,-,¥0.6541  ¥0.3668  ¥0.1698  ¥0.0911  ¥0.0466,1-3个工作日,购买
CC0805FRNPO9BN200,Yageo,,3900,16+,1+  10+  100+  250+  500+,-,¥1.1149  ¥0.5289  ¥0.2675  ¥0.1390  ¥0.0712,1-3个工作日,购买
CC1206KRX7R9BB333,Yageo,CAP CER 0.033UF 50V 10% X7R 1206,3000,16+,1+  10+  100+  250+  500+,-,¥0.7271  ¥0.3839  ¥0.2190  ¥0.1196  ¥0.0630,1-3个工作日,购买
GCM1885C2A221JA16D,Murata,CAP CER 220PF 100V 5% NP0 0603,2000,A,1+  10+  100+  250+  500+,$0.4478  $0.2376  $0.1108  $0.0578  $0.0310,¥3.5112  ¥1.8631  ¥0.8684  ¥0.4534  ¥0.2425,1-3个工作日,购买
CC0805FRNPO9BN100,Yageo,,1240,17+,1+  10+  100+  250+  500+,-,¥1.0518  ¥0.5152  ¥0.2858  ¥0.1588  ¥0.0735,1-3个工作日,购买
CC1206JRNPO9BN222,Yageo,,1000,16+,1+  10+  100+  500+  1000+,-,¥0.2633  ¥0.2418  ¥0.2223  ¥0.2036  ¥0.1860,1-3个工作日,购买
CC0603JRNPO9BN300,Yageo,,100,15/16,1+  10+  100+  250+  500+,-,¥0.0807  ¥0.0466  ¥0.0257  ¥0.0121  ¥0.0066,1-3个工作日,购买
NLV32T-2R2J-PF,TDK,FIXED IND 2.2UH 320MA 1 OHM SMD,90,16+,1+  10+  100+  500+  1000+,-,¥0.2440  ¥0.2196  ¥0.1994  ¥0.1815  ¥0.1654,1-3个工作日,购买
NLV32T-2R2J-PF,TDK,FIXED IND 2.2UH 320MA 1 OHM SMD,50,16+,1+  10+  100+  500+  1000+,-,¥0.2098  ¥0.1922  ¥0.1735  ¥0.1588  ¥0.1448,1-3个工作日,购买
GCM21BR71A106KE22L,Murata,CAP CER 10UF 10V 10% X7R 0805,7,A,1+  10+  25+  50+  100+  250+  500+,-,¥3.8970  ¥3.6378  ¥3.3890  ¥3.1715  ¥2.9524  ¥2.7544  ¥2.5655,1-3个工作日,购买
CC0201JRNPO9BN220,Yageo,CAP CER 22PF 50V 5% NPO 0201,13000,15/16,1+  10+  100+  250+  500+,-,¥0.0325  ¥0.0164  ¥0.0094  ¥0.0054  ¥0.0031,1-3个工作日,购买
CC0201JRNPO8BN330,Yageo,CAP CER 33PF 25V 5% NPO 0201,11800,15/16,1+  10+  100+  250+  500+,-,¥0.0447  ¥0.0236  ¥0.0117  ¥0.0065  ¥0.0031,1-3个工作日,购买
CC0402KRX7R9BB822,Yageo,,8300,15/16,1+  10+  100+  250+  500+,-,¥0.0445  ¥0.0213  ¥0.0103  ¥0.0052  ¥0.0029,1-3个工作日,购买
CC1206JKNPOCBN390,Yageo,,6000,15/16,1+  10+  100+  250+  500+,-,¥0.9025  ¥0.5091  ¥0.2526  ¥0.1380  ¥0.0637,1-3个工作日,购买
CC0805FRNPO9BN150,Yageo,,4000,16+,1+  10+  100+  250+  500+,-,¥0.8795  ¥0.4225  ¥0.2343  ¥0.1283  ¥0.0678,1-3个工作日,购买
GRM219F51C105ZA01D,Murata,CAP CER 1UF 16V Y5V 0805,4000,1629+,1+  10+  100+  250+  500+,-,¥0.9642  ¥0.4843  ¥0.2695  ¥0.1425  ¥0.0760,1-3个工作日,购买
CC1206KRX7R9BB332,Yageo,CAP CER 3300PF 50V 10% X7R 1206,3980,16+,1+  10+  100+  250+  500+,-,¥0.8320  ¥0.3894  ¥0.1931  ¥0.0924  ¥0.0496,1-3个工作日,购买
CC0603JRNPO9BN222,Yageo,,3950,16+,1+  10+  100+  250+  500+,-,¥0.6541  ¥0.3668  ¥0.1698  ¥0.0911  ¥0.0466,1-3个工作日,购买
CC0805FRNPO9BN200,Yageo,,3900,16+,1+  10+  100+  250+  500+,-,¥1.1149  ¥0.5289  ¥0.2675  ¥0.1390  ¥0.0712,1-3个工作日,购买
CC1206KRX7R9BB333,Yageo,CAP CER 0.033UF 50V 10% X7R 1206,3000,16+,1+  10+  100+  250+  500+,-,¥0.7271  ¥0.3839  ¥0.2190  ¥0.1196  ¥0.0630,1-3个工作日,购买
CC0805KRX7R9BB471,Yageo,CAP CER 470PF 50V 10% X7R 0805,2770,15/16,1+  10+  100+  250+  500+,-,¥0.1460  ¥0.0803  ¥0.0379  ¥0.0216  ¥0.0118,1-3个工作日,购买
GCM1885C2A221JA16D,Murata,CAP CER 220PF 100V 5% NP0 0603,2000,A,1+  10+  100+  250+  500+,$0.4478  $0.2376  $0.1108  $0.0578  $0.0310,¥3.5112  ¥1.8631  ¥0.8684  ¥0.4534  ¥0.2425,1-3个工作日,购买
CC1206KKX7RDBB102,Yageo,CAP CER 1000PF 2KV 10% X7R 1206,1990,17/18,1+  10+  100+  250+  500+,-,¥0.2861  ¥0.1487  ¥0.0715  ¥0.0358  ¥0.0204,1-3个工作日,购买
CL31B225KAHNNNE,Samsung,CAP CER 2.2UF 25V 10% X7R 1206,1870,17+,1+  10+  100+  500+  1000+,-,¥0.1798  ¥0.1638  ¥0.1492  ¥0.1363  ¥0.1243,1-3个工作日,购买
CC1206JKNPOCBN470,Yageo,,1480,15/16,1+  10+  100+  250+  500+,-,¥0.7148  ¥0.3838  ¥0.1957  ¥0.1048  ¥0.0537,1-3个工作日,购买
CC0805JRNPO9BN180,Yageo,CAP CER 18PF 50V 5% NPO 0805,1450,15/16,1+  10+  100+  250+  500+,-,¥0.1672  ¥0.0879  ¥0.0458  ¥0.0240  ¥0.0124,1-3个工作日,购买
CC0805JRNPO9BN150,Yageo,CAP CER 15PF 50V 5% NPO 0805,1400,15/16,1+  10+  100+  250+  500+,-,¥0.1469  ¥0.0680  ¥0.0394  ¥0.0228  ¥0.0124,1-3个工作日,购买
CC0805FRNPO9BN100,Yageo,,1240,17+,1+  10+  100+  250+  500+,-,¥1.0518  ¥0.5152  ¥0.2858  ¥0.1588  ¥0.0735,1-3个工作日,购买
CC0805KKX7R8BB474,Yageo,CAP CER 0.47UF 25V 10% X7R 0805,1230,16+,1+  10+  100+  250+  500+,-,¥0.5322  ¥0.2598  ¥0.1207  ¥0.0588  ¥0.0333,1-3个工作日,购买
C1005X5R1E223K050BA,TDK,CAP CER 0.022UF 25V 10% X5R 0402,1200,A,1+  10+  100+  250+  500+,-,¥1.3014  ¥0.6434  ¥0.3193  ¥0.1756  ¥0.0916,1-3个工作日,购买
CC1206JRNPO9BN222,Yageo,,1000,16+,1+  10+  100+  500+  1000+,-,¥0.2633  ¥0.2418  ¥0.2223  ¥0.2036  ¥0.1860,1-3个工作日,购买
CC0603KRX7R9BB472,Yageo,CAP CER 4700PF 50V 10% X7R 0603,900,15/16,1+  10+  100+  250+  500+,-,¥0.0755  ¥0.0374  ¥0.0207  ¥0.0097  ¥0.0055,1-3个工作日,购买
GRM155R71A333KA01D,Murata,CAP CER 0.033UF 10V 10% X7R 0402,895,A,1+  10+  100+  250+  500+,-,¥1.0514  ¥0.4932  ¥0.2305  ¥0.1304  ¥0.0633,1-3个工作日,购买
CL32B105KCJNNWE,Samsung,CAP CER 1UF 100V 10% X7R 1210,600,16+,1+  10+  100+  500+  1000+,-,¥0.3862  ¥0.3501  ¥0.3163  ¥0.2867  ¥0.2635,1-3个工作日,购买
CC0603JRNPO9BN300,Yageo,,100,15/16,1+  10+  100+  250+  500+,-,¥0.0807  ¥0.0466  ¥0.0257  ¥0.0121  ¥0.0066,1-3个工作日,购买
NLV32T-2R2J-PF,TDK,FIXED IND 2.2UH 320MA 1 OHM SMD,90,16+,1+  10+  100+  500+  1000+,-,¥0.2440  ¥0.2196  ¥0.1994  ¥0.1815  ¥0.1654,1-3个工作日,购买
GQM1875C2E8R2CB12D,Murata,CAP CER 8.2PF 250V NP0 0603,80,1739+,1+  10+  25+  50+  100+  250+  500+,-,¥4.3443  ¥4.0591  ¥3.8140  ¥3.5553  ¥3.3083  ¥3.1013  ¥2.8928,1-3个工作日,购买
CL31B475KAHNNNE,Samsung,CAP CER 4.7UF 25V 10% X7R 1206,50,Aa,1+  10+  100+  500+  1000+,-,¥0.6342  ¥0.5740  ¥0.5175  ¥0.4721  ¥0.4335,1-3个工作日,购买
NLV32T-2R2J-PF,TDK,FIXED IND 2.2UH 320MA 1 OHM SMD,50,16+,1+  10+  100+  500+  1000+,-,¥0.2098  ¥0.1922  ¥0.1735  ¥0.1588  ¥0.1448,1-3个工作日,购买
CK05BX104K,AVX,,19,A,1+  10+  100+  250+  500+,$0.0014  $0.0007  $0.0004  $0.0002  $0.0001,¥0.0105  ¥0.0051  ¥0.0027  ¥0.0015  ¥0.0009,1-3个工作日,购买
CKG57KX7T2J474K335JH,TDK,CAP CER 0.47UF 630V 10% X7T SMD,15,A,1+  10+  100+  250+  500+,-,¥0.0191  ¥0.0102  ¥0.0048  ¥0.0025  ¥0.0012,1-3个工作日,购买
C1005X7R1E154K050BB,TDK,CAP CER 0.15UF 25V 10% X7R 0402,12,Aa,1+  10+  100+  500+  1000+,-,¥0.2926  ¥0.2645  ¥0.2399  ¥0.2190  ¥0.1980,1-3个工作日,购买
GRM1555C1H100GA01D,Murata,CAP CER 10PF 50V 2% NP0 0402,10,a,1+  10+  100+  250+  500+,$0.1581  $0.0804  $0.0374  $0.0188  $0.0108,¥1.2392  ¥0.6305  ¥0.2933  ¥0.1468  ¥0.0842,1-3个工作日,购买
GCM21BR71A106KE22L,Murata,CAP CER 10UF 10V 10% X7R 0805,7,A,1+  10+  25+  50+  100+  250+  500+,-,¥3.8970  ¥3.6378  ¥3.3890  ¥3.1715  ¥2.9524  ¥2.7544  ¥2.5655,1-3个工作日,购买
C3216JB1A107M160AC,TDK,CAP CER 100UF 10V 20% JB 1206,6,A,1+  10+  50+  100+  500+  1000+,-,¥16.8179  ¥16.0831  ¥15.3073  ¥14.6232  ¥13.9326  ¥13.2774,1-3个工作日,购买
C2012X5R1H105K085AB,TDK,CAP CER 1UF 50V 10% X5R 0805,4,1402,1+  10+  25+  50+  100+  250+  500+,-,¥2.0143  ¥1.8898  ¥1.7689  ¥1.6469  ¥1.5344  ¥1.4330  ¥1.3359,1-3个工作日,购买
C5750X6S2W225K250KA,TDK,CAP CER 2.2UF 450V 10% X6S 5750,1,1750+,1+  10+  50+  100+  500+  1000+,-,¥26.8816  ¥25.6576  ¥24.5880  ¥23.4009  ¥22.3362  ¥21.2891,1-3个工作日,购买
CC0805FRNPO9BN150,Yageo,,4000,16+,1+  10+  100+  250+  500+,-,¥0.8795  ¥0.4225  ¥0.2343  ¥0.1283  ¥0.0678,1-3个工作日,购买
GRM219F51C105ZA01D,Murata,CAP CER 1UF 16V Y5V 0805,4000,1629+,1+  10+  100+  250+  500+,-,¥0.9642  ¥0.4843  ¥0.2695  ¥0.1425  ¥0.0760,1-3个工作日,购买
CC1206KRX7R9BB332,Yageo,CAP CER 3300PF 50V 10% X7R 1206,3980,16+,1+  10+  100+  250+  500+,-,¥0.8320  ¥0.3894  ¥0.1931  ¥0.0924  ¥0.0496,1-3个工作日,购买
CC0603JRNPO9BN222,Yageo,,3950,16+,1+  10+  100+  250+  500+,-,¥0.6541  ¥0.3668  ¥0.1698  ¥0.0911  ¥0.0466,1-3个工作日,购买
CC0805FRNPO9BN200,Yageo,,3900,16+,1+  10+  100+  250+  500+,-,¥1.1149  ¥0.5289  ¥0.2675  ¥0.1390  ¥0.0712,1-3个工作日,购买
CC1206KRX7R9BB333,Yageo,CAP CER 0.033UF 50V 10% X7R 1206,3000,16+,1+  10+  100+  250+  500+,-,¥0.7271  ¥0.3839  ¥0.2190  ¥0.1196  ¥0.0630,1-3个工作日,购买
GCM1885C2A221JA16D,Murata,CAP CER 220PF 100V 5% NP0 0603,2000,A,1+  10+  100+  250+  500+,$0.4478  $0.2376  $0.1108  $0.0578  $0.0310,¥3.5112  ¥1.8631  ¥0.8684  ¥0.4534  ¥0.2425,1-3个工作日,购买
CC0805FRNPO9BN100,Yageo,,1240,17+,1+  10+  100+  250+  500+,-,¥1.0518  ¥0.5152  ¥0.2858  ¥0.1588  ¥0.0735,1-3个工作日,购买
CC1206JRNPO9BN222,Yageo,,1000,16+,1+  10+  100+  500+  1000+,-,¥0.2633  ¥0.2418  ¥0.2223  ¥0.2036  ¥0.1860,1-3个工作日,购买
CC0603JRNPO9BN300,Yageo,,100,15/16,1+  10+  100+  250+  500+,-,¥0.0807  ¥0.0466  ¥0.0257  ¥0.0121  ¥0.0066,1-3个工作日,购买
NLV32T-2R2J-PF,TDK,FIXED IND 2.2UH 320MA 1 OHM SMD,90,16+,1+  10+  100+  500+  1000+,-,¥0.2440  ¥0.2196  ¥0.1994  ¥0.1815  ¥0.1654,1-3个工作日,购买
NLV32T-2R2J-PF,TDK,FIXED IND 2.2UH 320MA 1 OHM SMD,50,16+,1+  10+  100+  500+  1000+,-,¥0.2098  ¥0.1922  ¥0.1735  ¥0.1588  ¥0.1448,1-3个工作日,购买
GCM21BR71A106KE22L,Murata,CAP CER 10UF 10V 10% X7R 0805,7,A,1+  10+  25+  50+  100+  250+  500+,-,¥3.8970  ¥3.6378  ¥3.3890  ¥3.1715  ¥2.9524  ¥2.7544  ¥2.5655,1-3个工作日,购买
CC0805FRNPO9BN150,Yageo,,4000,16+,1+  10+  100+  250+  500+,-,¥0.8795  ¥0.4225  ¥0.2343  ¥0.1283  ¥0.0678,1-3个工作日,购买
GRM219F51C105ZA01D,Murata,CAP CER 1UF 16V Y5V 0805,4000,1629+,1+  10+  100+  250+  500+,-,¥0.9642  ¥0.4843  ¥0.2695  ¥0.1425  ¥0.0760,1-3个工作日,购买
CC1206KRX7R9BB332,Yageo,CAP CER 3300PF 50V 10% X7R 1206,3980,16+,1+  10+  100+  250+  500+,-,¥0.8320  ¥0.3894  ¥0.1931  ¥0.0924  ¥0.0496,1-3个工作日,购买
CC0603JRNPO9BN222,Yageo,,3950,16+,1+  10+  100+  250+  500+,-,¥0.6541  ¥0.3668  ¥0.1698  ¥0.0911  ¥0.0466,1-3个工作日,购买
CC0805FRNPO9BN200,Yageo,,3900,16+,1+  10+  100+  250+  500+,-,¥1.1149  ¥0.5289  ¥0.2675  ¥0.1390  ¥0.0712,1-3个工作日,购买
CC1206KRX7R9BB333,Yageo,CAP CER 0.033UF 50V 10% X7R 1206,3000,16+,1+  10+  100+  250+  500+,-,¥0.7271  ¥0.3839  ¥0.2190  ¥0.1196  ¥0.0630,1-3个工作日,购买
GCM1885C2A221JA16D,Murata,CAP CER 220PF 100V 5% NP0 0603,2000,A,1+  10+  100+  250+  500+,$0.4478  $0.2376  $0.1108  $0.0578  $0.0310,¥3.5112  ¥1.8631  ¥0.8684  ¥0.4534  ¥0.2425,1-3个工作日,购买
CC0805FRNPO9BN100,Yageo,,1240,17+,1+  10+  100+  250+  500+,-,¥1.0518  ¥0.5152  ¥0.2858  ¥0.1588  ¥0.0735,1-3个工作日,购买
CC1206JRNPO9BN222,Yageo,,1000,16+,1+  10+  100+  500+  1000+,-,¥0.2633  ¥0.2418  ¥0.2223  ¥0.2036  ¥0.1860,1-3个工作日,购买
CC0603JRNPO9BN300,Yageo,,100,15/16,1+  10+  100+  250+  500+,-,¥0.0807  ¥0.0466  ¥0.0257  ¥0.0121  ¥0.0066,1-3个工作日,购买
NLV32T-2R2J-PF,TDK,FIXED IND 2.2UH 320MA 1 OHM SMD,90,16+,1+  10+  100+  500+  1000+,-,¥0.2440  ¥0.2196  ¥0.1994  ¥0.1815  ¥0.1654,1-3个工作日,购买
NLV32T-2R2J-PF,TDK,FIXED IND 2.2UH 320MA 1 OHM SMD,50,16+,1+  10+  100+  500+  1000+,-,¥0.2098  ¥0.1922  ¥0.1735  ¥0.1588  ¥0.1448,1-3个工作日,购买
GCM21BR71A106KE22L,Murata,CAP CER 10UF 10V 10% X7R 0805,7,A,1+  10+  25+  50+  100+  250+  500+,-,¥3.8970  ¥3.6378  ¥3.3890  ¥3.1715  ¥2.9524  ¥2.7544  ¥2.5655,1-3个工作日,购买
CC0805FRNPO9BN150,Yageo,,4000,16+,1+  10+  100+  250+  500+,-,¥0.8795  ¥0.4225  ¥0.2343  ¥0.1283  ¥0.0678,1-3个工作日,购买
GRM219F51C105ZA01D,Murata,CAP CER 1UF 16V Y5V 0805,4000,1629+,1+  10+  100+  250+  500+,-,¥0.9642  ¥0.4843  ¥0.2695  ¥0.1425  ¥0.0760,1-3个工作日,购买
CC1206KRX7R9BB332,Yageo,CAP CER 3300PF 50V 10% X7R 1206,3980,16+,1+  10+  100+  250+  500+,-,¥0.8320  ¥0.3894  ¥0.1931  ¥0.0924  ¥0.0496,1-3个工作日,购买
CC0603JRNPO9BN222,Yageo,,3950,16+,1+  10+  100+  250+  500+,-,¥0.6541  ¥0.3668  ¥0.1698  ¥0.0911  ¥0.0466,1-3个工作日,购买
CC0805FRNPO9BN200,Yageo,,3900,16+,1+  10+  100+  250+  500+,-,¥1.1149  ¥0.5289  ¥0.2675  ¥0.1390  ¥0.0712,1-3个工作日,购买
CC1206KRX7R9BB333,Yageo,CAP CER 0.033UF 50V 10% X7R 1206,3000,16+,1+  10+  100+  250+  500+,-,¥0.7271  ¥0.3839  ¥0.2190  ¥0.1196  ¥0.0630,1-3个工作日,购买
